( 0.659654080867767,  0.438283830881119,  0.242170020937920); // L00
(-0.139231264591217, -0.082363456487656, -0.044477973133326); // L1-1
( 0.403643786907196,  0.115911521017551,  0.039138190448284); // L10
(-0.284241944551468,  0.015149446204305,  0.042485013604164); // L11
( 0.011185595765710,  0.001128614298068, -0.000457564805401); // L2-2
(-0.015427475795150, -0.005023111123592, -0.001903615077026); // L2-1
( 0.017858628183603,  0.003270728513598,  0.000476051878650); // L20
(-0.030617218464613, -0.018182519823313, -0.009692464023829); // L21
( 0.008104616776109,  0.011318932287395,  0.007227063644677); // L22
